9.995481369884410272e-01,9.995463548014583699e-01,9.995552166003652816e-01,9.995454912694871075e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995463436389435685e-01,9.995485429156869550e-01,9.995558191513183033e-01,9.995454912694871075e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995450986389120551e-01,9.995566939939966034e-01,9.995559669274939329e-01,9.995454912694871075e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995501960345979375e-01,9.995580633173797303e-01,9.995596905038041102e-01,9.995454912694871075e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995480860234474685e-01,9.995555832424642961e-01,9.995517069613416572e-01,9.995454912694871075e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995480217236210052e-01,9.995547122195832523e-01,9.995481910979142626e-01,9.995462776381048853e-01,9.995447879443021266e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995463409874718597e-01,9.995556252341165626e-01,9.995516999628891730e-01,9.995480560685585658e-01,9.995452704981098169e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995415816761622496e-01,9.995427689773226376e-01,9.995471514889865405e-01,9.995442983366049639e-01,9.995464221623432399e-01,9.995454347198776679e-01,9.995446390022408867e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995518516567324374e-01,9.995512204972393233e-01,9.995193875087673430e-01,9.995417751911600535e-01,9.995475724095754799e-01,9.995449220810580515e-01,9.995445022076897557e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995533152800269994e-01,9.995468234980602329e-01,9.995037391169379060e-01,9.994883522200276316e-01,9.995210064596361521e-01,9.995356581647684147e-01,9.995436039976934861e-01,9.995446463852992736e-01,9.995445861652691999e-01,9.995444859070672372e-01,9.995444413417648999e-01,9.995444246974818370e-01
9.995498912679059433e-01,9.995294971575285903e-01,9.994393723455237133e-01,9.995241857426137022e-01,9.994739150271270134e-01,9.995313183974887661e-01,9.995436856237486234e-01,9.995446872493692902e-01,9.995445997599415877e-01,9.995444912962859751e-01,9.995444437992683229e-01,9.995444259172663326e-01
9.995498912679059433e-01,9.995294971575285903e-01,9.994393723455237133e-01,9.995241857426137022e-01,9.994739150271270134e-01,9.995313183974887661e-01,9.995436856237486234e-01,9.995446872493692902e-01,9.995445997599415877e-01,9.995444912962859751e-01,9.995444437992683229e-01,9.995444259172663326e-01
